32767,173762,274063,7100.667766,-15.21
2029.77,-13021.8,-33758,8011.383532,-11.379
17864.6,-19786.6,5298.8,5023.375178,-11.304
-12325.1,-16621.5,-14186.9,6132.860763,-9.259
-1167.5,-3686.5,-3950.4,7937.866695,-8.546
8183.4,13017.5,-2189.5,3719.818456,-8.259
6453.6,11091.6,2351.53,5670.983534,-8.03
-6856.8,-11702.4,848.96,4655.622937,-8.002
-7875.8,-14010,2762.87,7658.009629,-7.985
-10034.5,-8515,13960.3,6950.23216,-7.965
-9854.3,-13560.7,-3697.6,8932.111445,-7.696
4541,6279.6,-6620.3,6775.501819,-7.654
-3151.78,-5374.9,719.1,4194.273289,-7.59
-1216.72,1178.25,-2096.91,9027.638443,-7.586
-314.082,-865.85,-7355.1,1085.348804,-7.483
-553.72,5566.6,13030.6,8086.413601,-7.441
2732.2,5949.9,-1817.87,6299.551259,-7.304
-4980.8,879.08,1991.91,12488.51085,-7.239
204.744,-41.463,1965.63,13121.15393,-7.223
2544.53,5071.3,-1724.27,2844.579398,-7.218
-2116.78,-2676.24,4349.3,8486.08451,-7.216
-5117.9,-8311.5,1552.16,8486.08451,-7.157
714.29,5745.1,2413.34,9541.500263,-7.13
5163.1,9923.7,3247.5,5928.662795,-7.084
-2155,-3539.8,2554.03,5567.728737,-7.06
-2623.91,-7138.6,-6311.7,6046.972924,-7.037
6221.5,10861.3,828.26,10002.18852,-6.985
168.299,-123.091,837.27,10515.56178,-6.983
643.34,1003.25,-757.05,9125.458485,-6.932
-5247.3,-9446.4,-1194.57,6988.564782,-6.894
4787.1,7504.7,-4964.5,6481.008924,-6.834
-2189.27,-7105.1,-7444.3,5894.132132,-6.704
4198.1,5114.4,-6945.5,6212.866018,-6.693
-3619,-8231.3,-1108.49,10515.56178,-6.688
-423.13,-714.21,1375.59,5670.983534,-6.623
-686.55,-1116.88,2433.33,11247.07336,-6.621
250.739,-679.08,2097.33,8163.006623,-6.593
2012.07,3978.5,291.736,8658.472979,-6.523
813.16,1184.07,-1137.61,5706.318906,-6.518
247.924,-239.874,2304,14632.83517,-6.499
-622.18,-973.35,1618.83,11247.07336,-6.476
-3181.7,-6124.1,726.27,7937.866695,-6.45
-4363.8,-7871.9,-1034.88,7591.384014,-6.448
-390.95,4190.2,3584.4,3254.614831,-6.396
-3443.8,-6060.5,1297.03,6388.888889,-6.236
-2469.56,-4238.4,1055.8,6481.008924,-6.235
1927.24,1029.34,-2249.75,1001.352876,-6.215
-2546.88,-4902.9,183.458,5280.671927,-6.116
-2880.87,-4931,356.1,6434.592641,-6.081
2953.48,2931.89,-5553.1,5567.728737,-6.07
2180.5,2476.88,-2743.65,3780.019506,-5.96
-964.1,-3095.32,-3254.5,6299.551259,-5.954
2865.3,5444.3,-139.683,5706.318906,-5.949
-2026.5,-3632.8,425.2,6170.47967,-5.92
-3646.4,-6593.5,-872.31,8321.091831,-5.893
-1468.3,-1993.5,4107.9,12488.51085,-5.887
-79.899,-1243.8,-1473.48,6388.888889,-5.869
-1183.01,-3524,-3843.1,9328.334231,-5.853
-405.41,-821.36,639.24,14924.1235,-5.843
-2691.82,-4183.4,3028.97,8026.266928,-5.8
-1659.56,-2851.08,2569.43,8321.091831,-5.79
-2935.63,-5680.3,122.338,8041.211236,-5.76
-3360.6,-5553.6,2852.4,6212.866018,-5.756
2549.12,3744.6,-11.0229,11674.7154,-5.716
-4440.7,-2725.58,2115.1,7937.866695,-5.653
-19.5454,-245.908,186.339,8571.321931,-5.624
300.748,1449.74,2448.1,6933.943452,-5.615
2367.67,1458.88,-4270.4,5706.318906,-5.609
-1100.53,-2907.08,-2796.87,9541.500263,-5.6
-2222.82,-2988.24,2017.77,8011.383532,-5.568
2759.55,1589.5,-5844.9,11391.08442,-5.553
1844.14,2895.52,-45.199,4194.273289,-5.521
10.402,64.194,493.68,3333.196615,-5.499
1692.41,1831.83,-1452.93,8747.606288,-5.495
1787.95,2765.5,-1969.45,6775.501819,-5.493
3934.3,3745.5,-3135.61,11247.07336,-5.48
-120.027,-2360.03,-2801.01,7894.463063,-5.45
-84.864,2075.84,-4245.8,7216.762974,-5.446
1959.31,3551.3,1402.18,7044.13088,-5.426
-2766.39,-5496.7,60.36,8086.413601,-5.419
-1324.01,-3151.68,-3264.5,6933.943452,-5.416
-913.48,-1262.42,2554.49,12488.51085,-5.413
-670.57,759.1,6069.9,4269.855325,-5.399
270.247,2942.78,-1888.49,5894.132132,-5.397
-426.2,-696.55,712.24,15547.8191,-5.357
41.688,-2104.78,-5011.7,10125.23719,-5.339
950.67,2585.31,1237.95,6128.711337,-5.293
-1858.29,-2903.42,2176.77,8562.71318,-5.258
-1967.48,-3371.6,2298.13,13121.15393,-5.245
1557.63,3561.8,-2929.96,11247.07336,-5.24
-190.94,-246.491,-457.62,3344.743474,-5.239
-2553.54,-5008.2,-137.918,7461.863794,-5.203
516.03,2002.04,2927.71,7658.009629,-5.175
746.12,2106.63,964.22,6827.435711,-5.144
776.26,-377.01,-3693,3839.195018,-5.128
-2180.23,3746.5,-349.12,3950.392766,-5.125
-2248.85,-3510.9,2512.69,6321.632071,-5.122
-1961.6,-4083.1,10.3196,8486.08451,-5.113
244.601,937.1,945.27,6212.866018,-5.1
346.69,-363.61,2816.56,15547.8191,-5.085
-1122.54,-2919.07,-2938.72,7100.667766,-5.076
-581.65,-735.8,2326.97,11374.87936,-5.045
-2013.13,-3174.7,-501.48,10002.18852,-5.008
-599.41,-1384.32,399.58,4917.344679,-4.999
-792.4,-1296.35,472.07,11572.81773,-4.991
61.703,-24.957,733.22,13584.75951,-4.978
-1052.27,-1170.33,2544.92,7865.815504,-4.953
52.652,-1364.43,-2403.21,5341.70865,-4.951
-433.84,-3707.9,-3011.37,9476.421354,-4.939
-1071.86,1188.59,3981.9,3607.900506,-4.906
-2052.78,2025.1,-3178.3,5967.54345,-4.886
-574.81,-1633.6,-2341.21,7725.929716,-4.884
1594.02,3716,-1437.74,9765.803485,-4.876
-393.08,-2280.97,-3547.4,9652.203136,-4.868
-852.47,-1333.98,963.31,10125.23719,-4.862
5.1809,94.24,-1840.27,9765.803485,-4.83
-166.189,-340.76,-99.682,14086.90687,-4.799
931.93,14.9403,-2350.27,6006.976021,-4.727
225.582,-61.17,1443.78,13054.65435,-4.664
1653.36,3039.52,-934.7,10014.34336,-4.663
927.55,2150.72,-662.1,7461.863794,-4.634
1590.4,3056.04,-1124.4,8086.413601,-4.609
-52.343,-344.58,-452.54,12292.51942,-4.597
-846.18,-1242.41,1029.76,9027.638443,-4.596
-296.436,-658.15,255.222,8321.091831,-4.593
1147.04,2488.99,-628.33,9225.659539,-4.568
1367.25,3223.2,1570.06,5501.092963,-4.563
-1071.25,366.01,573.6,10381.76661,-4.54
-499.4,-504.1,966.6,4194.273289,-4.527
1299.01,1598.24,-1878.61,5811.512081,-4.497
714.32,-630.07,-3455.2,6095.73218,-4.488
1260.39,2959.15,-540.93,7519.545064,-4.485
-769.67,-2609.21,-2153.77,8747.606288,-4.484
935.39,2197.04,-558.42,3452.508366,-4.481
1262.05,3063.68,750.86,7361.670449,-4.475
-857.46,-596.96,2863.53,9541.500263,-4.463
1222.8,2258,-2333.5,11046.09823,-4.454
-521.35,-1784.62,-2640.35,10251.71238,-4.448
-687.22,-902.73,1978.6,3502.744499,-4.433
34.064,-108.696,637.03,13121.15393,-4.428
-934.82,-3265.3,-1015.7,5717.011624,-4.424
-737.23,-2589.27,-2072.4,10251.71238,-4.409
-521.43,-1192.36,1009.85,13121.15393,-4.407
-707.94,257.107,3672.4,10381.76661,-4.402
-178.854,-521.43,249.558,4302.849036,-4.389
576.85,1138.15,-859.49,3763.670129,-4.388
59.084,-1582.73,-3494.9,10125.23719,-4.383
205.434,571.42,1686.05,3088.567143,-4.37
-1125.07,-1836.13,1473.42,13584.75951,-4.365
-1348.11,-602.01,3223.1,4348.347923,-4.361
-355.73,483.53,1238.36,5311.003663,-4.336
651.23,24.2559,-1218.71,5250.706383,-4.335
-652.13,-2034.27,-3133.62,9858.85118,-4.331
-92.716,-926.93,-609.36,12103.30141,-4.326
174.452,-995.15,-2623.89,9541.500263,-4.308
-524.59,-1232.34,973.22,12292.51942,-4.288
-1539.85,-3117.02,871.19,7746.564118,-4.277
1163.62,2579.61,-884.93,9205.424471,-4.271
-212.674,-486.95,607.78,3621.507053,-4.268
-640.99,-1147.33,272.488,7455.514405,-4.262
398.78,1624.8,2762.09,8649.669831,-4.258
1565.31,2778.83,-950.92,5534.196696,-4.244
563.49,118.256,-379.42,3763.670129,-4.236
1692.55,2061.67,-2218.98,6923.130336,-4.235
-961.87,-1518.56,450.51,3644.884046,-4.229
84.37,-3.6148,687.3,21040.79042,-4.225
396.95,-740.49,-2761.34,3159.018283,-4.225
-263.453,-525.06,954.52,3477.438782,-4.211
146.81,125.252,3539.9,5123.037777,-4.205
1101.11,1408.65,-487.27,9125.458485,-4.192
-913.21,-2765.9,-1817.36,3255.71053,-4.167
205.103,387.17,254.012,6481.008924,-4.166
-1019.25,-1266.77,1691.8,3232.85935,-4.165
-843.25,-548.95,1944,3934.098141,-4.164
-201.7,-538.91,-658.39,12691.66294,-4.161
1023.22,1218.49,-426.29,3541.426071,-4.147
1047.89,2470.62,-1968.33,13010.74036,-4.147
-865.67,-2365.51,-1020.93,11572.81773,-4.144
-1524.23,-2654.43,313.484,11572.81773,-4.133
-472.35,-2456.82,-1439.38,10941.16853,-4.125
-612.53,-2367.6,-2207.49,7865.815504,-4.122
