32767,173762,274063,#f0f1ff,-15.21
2029.77,-13021.8,-33758,#e3e9ff,-11.379
17864.6,-19786.6,5298.8,#ffe4ce,-11.304
-12325.1,-16621.5,-14186.9,#fff5f5,-9.259
-1167.5,-3686.5,-3950.4,#e3e9ff,-8.546
8183.4,13017.5,-2189.5,#ffcc99,-8.259
6453.6,11091.6,2351.53,#ffeee3,-8.03
-6856.8,-11702.4,848.96,#ffddbe,-8.002
-7875.8,-14010,2762.87,#e9edff,-7.985
-10034.5,-8515,13960.3,#f5f3ff,-7.965
-9854.3,-13560.7,-3697.6,#d6e1ff,-7.696
4541,6279.6,-6620.3,#f9f6ff,-7.654
-3151.78,-5374.9,719.1,#ffd5ad,-7.59
-1216.72,1178.25,-2096.91,#d6e1ff,-7.586
-314.082,-865.85,-7355.1,#ff3800,-7.483
-553.72,5566.6,13030.6,#e3e9ff,-7.441
2732.2,5949.9,-1817.87,#fff5f5,-7.304
-4980.8,879.08,1991.91,#bdd2ff,-7.239
204.744,-41.463,1965.63,#b9d0ff,-7.223
2544.53,5071.3,-1724.27,#ffad5e,-7.218
-2116.78,-2676.24,4349.3,#dde6ff,-7.216
-5117.9,-8311.5,1552.16,#dde6ff,-7.157
714.29,5745.1,2413.34,#cfddff,-7.13
5163.1,9923.7,3247.5,#fff3ef,-7.084
-2155,-3539.8,2554.03,#ffeee3,-7.06
-2623.91,-7138.6,-6311.7,#fff3ef,-7.037
6221.5,10861.3,828.26,#ccdbff,-6.985
168.299,-123.091,837.27,#c7d8ff,-6.983
643.34,1003.25,-757.05,#d3e0ff,-6.932
-5247.3,-9446.4,-1194.57,#f5f3ff,-6.894
4787.1,7504.7,-4964.5,#fff8fb,-6.834
-2189.27,-7105.1,-7444.3,#fff0e9,-6.704
4198.1,5114.4,-6945.5,#fff5f5,-6.693
-3619,-8231.3,-1108.49,#c7d8ff,-6.688
-423.13,-714.21,1375.59,#ffeee3,-6.623
-686.55,-1116.88,2433.33,#c3d6ff,-6.621
250.739,-679.08,2097.33,#e0e7ff,-6.593
2012.07,3978.5,291.736,#dae4ff,-6.523
813.16,1184.07,-1137.61,#fff0e9,-6.518
247.924,-239.874,2304,#b4ccff,-6.499
-622.18,-973.35,1618.83,#c3d6ff,-6.476
-3181.7,-6124.1,726.27,#e3e9ff,-6.45
-4363.8,-7871.9,-1034.88,#e9edff,-6.448
-390.95,4190.2,3584.4,#ffbb78,-6.396
-3443.8,-6060.5,1297.03,#fff8fb,-6.236
-2469.56,-4238.4,1055.8,#fff8fb,-6.235
1927.24,1029.34,-2249.75,#ff3800,-6.215
-2546.88,-4902.9,183.458,#ffe8d5,-6.116
-2880.87,-4931,356.1,#fff8fb,-6.081
2953.48,2931.89,-5553.1,#ffeee3,-6.07
2180.5,2476.88,-2743.65,#ffcc99,-5.96
-964.1,-3095.32,-3254.5,#fff5f5,-5.954
2865.3,5444.3,-139.683,#fff0e9,-5.949
-2026.5,-3632.8,425.2,#fff5f5,-5.92
-3646.4,-6593.5,-872.31,#dde6ff,-5.893
-1468.3,-1993.5,4107.9,#bdd2ff,-5.887
-79.899,-1243.8,-1473.48,#fff8fb,-5.869
-1183.01,-3524,-3843.1,#d1dfff,-5.853
-405.41,-821.36,639.24,#b3ccff,-5.843
-2691.82,-4183.4,3028.97,#e3e9ff,-5.8
-1659.56,-2851.08,2569.43,#dde6ff,-5.79
-2935.63,-5680.3,122.338,#e3e9ff,-5.76
-3360.6,-5553.6,2852.4,#fff5f5,-5.756
2549.12,3744.6,-11.0229,#c1d4ff,-5.716
-4440.7,-2725.58,2115.1,#e3e9ff,-5.653
-19.5454,-245.908,186.339,#dae4ff,-5.624
300.748,1449.74,2448.1,#f5f3ff,-5.615
2367.67,1458.88,-4270.4,#fff0e9,-5.609
-1100.53,-2907.08,-2796.87,#cfddff,-5.6
-2222.82,-2988.24,2017.77,#e3e9ff,-5.568
2759.55,1589.5,-5844.9,#c2d5ff,-5.553
1844.14,2895.52,-45.199,#ffd5ad,-5.521
10.402,64.194,493.68,#ffc184,-5.499
1692.41,1831.83,-1452.93,#d8e3ff,-5.495
1787.95,2765.5,-1969.45,#f9f6ff,-5.493
3934.3,3745.5,-3135.61,#c3d6ff,-5.48
-120.027,-2360.03,-2801.01,#e6ebff,-5.45
-84.864,2075.84,-4245.8,#f0f1ff,-5.446
1959.31,3551.3,1402.18,#f5f3ff,-5.426
-2766.39,-5496.7,60.36,#e3e9ff,-5.419
-1324.01,-3151.68,-3264.5,#f5f3ff,-5.416
-913.48,-1262.42,2554.49,#bdd2ff,-5.413
-670.57,759.1,6069.9,#ffd5ad,-5.399
270.247,2942.78,-1888.49,#fff0e9,-5.397
-426.2,-696.55,712.24,#b1caff,-5.357
41.688,-2104.78,-5011.7,#cadaff,-5.339
950.67,2585.31,1237.95,#fff5f5,-5.293
-1858.29,-2903.42,2176.77,#dae4ff,-5.258
-1967.48,-3371.6,2298.13,#b9d0ff,-5.245
1557.63,3561.8,-2929.96,#c3d6ff,-5.24
-190.94,-246.491,-457.62,#ffc184,-5.239
